ΕΠΑΡΧΙΑ,ΘΕΜΑ,ΕΠΙΠΕΔΟ,ΚΕΝΤΡΟΕΠΙΜΟΡΦΩΣΗΣ,ΩΡΑΔΙΕΞΑΓΩΓΗΣ,ΗΜΕΡΑΔΙΕΞΑΓΩΓΗΣ
ΛΕΜΕΣΟΣ,ΦΩΤΟΓΡΑΦΙΚΗ ΤΕΧΝΗ – PHOTOSHOP,Β,ΟΙΚΗΜΑ ΕΠΙΜΟΡΦΩΤΙΚΩΝ ΚΕΝΤΡΩΝ,18.30-20.00,ΤΕΤΑΡΤΗ
ΛΕΜΕΣΟΣ,ΧΕΙΡΟΠΟΙΗΤΑ ΚΟΣΜΗΜΑΤΑ,—,ΟΙΚΗΜΑ ΕΠΙΜΟΡΦΩΤΙΚΩΝ ΚΕΝΤΡΩΝ,09.30-11.00,ΤΕΤΑΡΤΗ
ΛΕΜΕΣΟΣ,ΧΕΙΡΟΠΟΙΗΤΑ ΚΟΣΜΗΜΑΤΑ,—,ΟΙΚΗΜΑ ΕΠΙΜΟΡΦΩΤΙΚΩΝ ΚΕΝΤΡΩΝ,18.00-19.30,ΠΑΡΑΣΚΕΥΗ
ΛΕΜΕΣΟΣ,ΧΕΙΡΟΠΟΙΗΤΑ ΚΟΣΜΗΜΑΤΑ,—,ΓΥΜΝΑΣΙΟ ΛΙΝΟΠΕΤΡΑΣ,16.30-18.00,ΠΕΜΠΤΗ
ΛΕΜΕΣΟΣ,ΧΕΙΡΟΠΟΙΗΤΑ ΚΟΣΜΗΜΑΤΑ,—,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΑΝΩ ΠΟΛΕΜΙΔΙΩΝ - ΚΑΡΜΙΩΤΙΣΣΑΣ,17.00-18.30,ΤΡΙΤΗ
ΛΕΜΕΣΟΣ,ΧΕΙΡΟΠΟΙΗΤΑ ΚΟΣΜΗΜΑΤΑ,—,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΑΝΩ ΠΟΛΕΜΙΔΙΩΝ - ΚΑΡΜΙΩΤΙΣΣΑΣ,18.30-20.00,ΤΡΙΤΗ
ΛΕΜΕΣΟΣ,ΧΕΙΡΟΤΕΧΝΙΚΕΣ ΔΗΜΙΟΥΡΓΙΕΣ,—,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΛΕΜΕΣΟΥ ΚΣΤ' - ΠΑΝΑΓΙΑΣ ΤΡΙΧΕΡΟΥΣΑΣ,17.30-19.00,ΔΕΥΤΕΡΑ
ΛΕΜΕΣΟΣ,ΧΕΙΡΟΤΕΧΝΙΚΕΣ ΔΗΜΙΟΥΡΓΙΕΣ,—,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΛΕΜΕΣΟΥ ΙΓ' (ΚΒ) - ΑΓΙΟΥ ΣΠΥΡΙΔΩΝΑ Α',18.00-19.30,ΔΕΥΤΕΡΑ
ΛΕΜΕΣΟΣ,ΧΕΙΡΟΤΕΧΝΙΚΕΣ ΔΗΜΙΟΥΡΓΙΕΣ,—,ΚΟΙΝΟΤΙΚΟΣ ΧΩΡΟΣ ΑΓΙΟΥ ΘΕΟΔΩΡΟΥ,16.00-17.30,ΠΑΡΑΣΚΕΥΗ
ΛΕΜΕΣΟΣ,ΧΕΙΡΟΤΕΧΝΙΚΕΣ ΔΗΜΙΟΥΡΓΙΕΣ,—,ΚΟΙΝΟΤΙΚΟΣ ΧΩΡΟΣ ΑΡΑΚΑΠΑ,10.00-11.30,ΠΕΜΠΤΗ
ΛΕΜΕΣΟΣ,ΧΕΙΡΟΤΕΧΝΙΚΕΣ ΔΗΜΙΟΥΡΓΙΕΣ,—,ΓΥΜΝΑΣΙΟ ΛΙΝΟΠΕΤΡΑΣ,18.00-19.30,ΠΕΜΠΤΗ
ΛΕΜΕΣΟΣ,ΧΕΙΡΟΤΕΧΝΙΚΕΣ ΔΗΜΙΟΥΡΓΙΕΣ,—,ΟΙΚΗΜΑ ΕΠΙΜΟΡΦΩΤΙΚΩΝ ΚΕΝΤΡΩΝ,17.00-18.30,ΠΑΡΑΣΚΕΥΗ
ΛΕΜΕΣΟΣ,ΧΕΙΡΟΤΕΧΝΙΚΕΣ ΔΗΜΙΟΥΡΓΙΕΣ,—,ΟΙΚΗΜΑ ΕΠΙΜΟΡΦΩΤΙΚΩΝ ΚΕΝΤΡΩΝ,10.30-12.00,ΤΡΙΤΗ
ΛΕΜΕΣΟΣ,ΧΕΙΡΟΤΕΧΝΙΚΕΣ ΔΗΜΙΟΥΡΓΙΕΣ,—,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΥΠΕΡΟΥΝΤΑΣ (ΠΕΡΙΦΕΡΕΙΑΚΟ ΕΝΙΑΙΟ ΟΛΟΗΜΕΡΟ),15.00-16.30,ΔΕΥΤΕΡΑ
ΛΕΜΕΣΟΣ,ΧΕΙΡΟΤΕΧΝΙΚΕΣ ΔΗΜΙΟΥΡΓΙΕΣ,—,ΚΟΙΝΟΤΙΚΟΣ ΧΩΡΟΣ ΠΑΧΝΑΣ,09.00-10.30,ΔΕΥΤΕΡΑ
ΛΕΜΕΣΟΣ,ΧΕΙΡΟΤΕΧΝΙΚΕΣ ΔΗΜΙΟΥΡΓΙΕΣ,—,ΚΟΙΝΟΤΙΚΟΣ ΧΩΡΟΣ ΑΓΙΟΥ ΙΩΑΝΝΗ ΠΙΤΣΙΛΙΑΣ,14.00-15.30,ΤΕΤΑΡΤΗ
ΛΕΜΕΣΟΣ,ΧΕΙΡΟΤΕΧΝΙΚΕΣ ΔΗΜΙΟΥΡΓΙΕΣ,—,ΚΟΙΝΟΤΙΚΟΣ ΧΩΡΟΣ ΑΓΙΟΥ ΚΩΝΣΤΑΝΤΙΝΟΥ,16.00-17.30,ΔΕΥΤΕΡΑ
ΛΕΜΕΣΟΣ,ΧΕΙΡΟΤΕΧΝΙΚΕΣ ΔΗΜΙΟΥΡΓΙΕΣ,—,ΚΟΙΝΟΤΙΚΟΣ ΧΩΡΟΣ ΑΓΡΙΔΙΩΝ,14.00-15.30,ΤΡΙΤΗ
ΛΕΜΕΣΟΣ,ΧΕΙΡΟΤΕΧΝΙΚΕΣ ΔΗΜΙΟΥΡΓΙΕΣ,—,ΚΟΙΝΟΤΙΚΟΣ ΧΩΡΟΣ ΦΟΙΝΙΟΥ,15.00-16.30,ΠΕΜΠΤΗ
ΛΕΜΕΣΟΣ,ΧΕΙΡΟΤΕΧΝΙΚΕΣ ΔΗΜΙΟΥΡΓΙΕΣ,—,ΚΟΙΝΟΤΙΚΟΣ ΧΩΡΟΣ ΧΑΝΔΡΙΩΝ,15.30-17.00,ΤΡΙΤΗ
ΛΕΜΕΣΟΣ,ΧΟΡΟΙ – ΑΡΓΕΝΤΙΝΙΚΟ ΤΑΝΓΚΟ,Α,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΛΕΜΕΣΟΥ Α',18.30-20.00,ΤΕΤΑΡΤΗ
ΛΕΜΕΣΟΣ,ΧΟΡΟΙ – ΑΡΓΕΝΤΙΝΙΚΟ ΤΑΝΓΚΟ,Α,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΛΕΜΕΣΟΥ Α',11.00-12.30,ΣΑΒΒΑΤΟ
ΛΕΜΕΣΟΣ,ΧΟΡΟΙ – ΑΡΓΕΝΤΙΝΙΚΟ ΤΑΝΓΚΟ,Β,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΛΕΜΕΣΟΥ Α',15.00-16.30,ΣΑΒΒΑΤΟ
ΛΕΜΕΣΟΣ,ΧΟΡΟΙ – ΑΡΓΕΝΤΙΝΙΚΟ ΤΑΝΓΚΟ,Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΛΕΜΕΣΟΥ Α',16.30-18.00,ΣΑΒΒΑΤΟ
ΛΕΜΕΣΟΣ,ΧΟΡΟΙ – ΕΥΡΩΠΑΪΚΟΙ (BALLROOM),Α,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΛΕΜΕΣΟΥ ΙΓ' (ΚΒ) - ΑΓΙΟΥ ΣΠΥΡΙΔΩΝΑ Α',18.00-19.30,ΤΕΤΑΡΤΗ
ΛΕΜΕΣΟΣ,ΧΟΡΟΙ – ΕΥΡΩΠΑΪΚΟΙ (BALLROOM),Α,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΛΙΝΟΠΕΤΡΑΣ,19.00-20.30,ΠΑΡΑΣΚΕΥΗ
ΛΕΜΕΣΟΣ,ΧΟΡΟΙ – ΕΥΡΩΠΑΪΚΟΙ (BALLROOM),Α+Β,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΛΕΜΕΣΟΥ Α',17.30-19.00,ΠΑΡΑΣΚΕΥΗ
ΛΕΜΕΣΟΣ,ΧΟΡΟΙ – ΕΥΡΩΠΑΪΚΟΙ (BALLROOM),Β,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΛΙΝΟΠΕΤΡΑΣ,20.30-22.00,ΠΑΡΑΣΚΕΥΗ
ΛΕΜΕΣΟΣ,ΧΟΡΟΙ – ΕΥΡΩΠΑΪΚΟΙ (BALLROOM),Β,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΛΕΜΕΣΟΥ ΙΓ' (ΚΒ) - ΑΓΙΟΥ ΣΠΥΡΙΔΩΝΑ Α',19.30-21.00,ΤΡΙΤΗ
ΛΕΜΕΣΟΣ,ΧΟΡΟΙ – ΕΥΡΩΠΑΪΚΟΙ (BALLROOM),Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΛΕΜΕΣΟΥ ΙΓ' (ΚΒ) - ΑΓΙΟΥ ΣΠΥΡΙΔΩΝΑ Α',19.30-21.00,ΤΕΤΑΡΤΗ
ΛΕΜΕΣΟΣ,ΧΟΡΟΙ – ΕΥΡΩΠΑΪΚΟΙ (BALLROOM),Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΛΕΜΕΣΟΥ ΙΓ' (ΚΒ) - ΑΓΙΟΥ ΣΠΥΡΙΔΩΝΑ Α',18.30-20.00,ΠΕΜΠΤΗ
ΛΕΜΕΣΟΣ,ΧΟΡΟΙ – ΕΥΡΩΠΑΪΚΟΙ (BALLROOM),Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΛΕΜΕΣΟΥ ΙΓ' (ΚΒ) - ΑΓΙΟΥ ΣΠΥΡΙΔΩΝΑ Α',20.00-21.30,ΠΕΜΠΤΗ
ΛΕΜΕΣΟΣ,ΧΟΡΟΙ – ΛΑΤΙΝΟΑΜΕΡΙΚΑΝΙΚΟΙ,Α,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΛΕΜΕΣΟΥ Α',17.30-19.00,ΠΑΡΑΣΚΕΥΗ
ΛΕΜΕΣΟΣ,ΧΟΡΟΙ – ΛΑΤΙΝΟΑΜΕΡΙΚΑΝΙΚΟΙ,Α,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΛΕΜΕΣΟΥ Α',11.00-12.30,ΣΑΒΒΑΤΟ
ΛΕΜΕΣΟΣ,ΧΟΡΟΙ – ΛΑΤΙΝΟΑΜΕΡΙΚΑΝΙΚΟΙ,Α,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΛΕΜΕΣΟΥ Α',18.00-19.30,ΔΕΥΤΕΡΑ
ΛΕΜΕΣΟΣ,ΧΟΡΟΙ – ΛΑΤΙΝΟΑΜΕΡΙΚΑΝΙΚΟΙ,Α,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΛΕΜΕΣΟΥ ΙΑ' (ΚΒ) - ΤΣΙΡΕΙΟ,18.00-19.30,ΤΡΙΤΗ
ΛΕΜΕΣΟΣ,ΧΟΡΟΙ – ΛΑΤΙΝΟΑΜΕΡΙΚΑΝΙΚΟΙ,Α,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΛΕΜΕΣΟΥ ΙΑ' (ΚΒ) - ΤΣΙΡΕΙΟ,19.30-21.00,ΤΡΙΤΗ
ΛΕΜΕΣΟΣ,ΧΟΡΟΙ – ΛΑΤΙΝΟΑΜΕΡΙΚΑΝΙΚΟΙ,Β,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΛΕΜΕΣΟΥ Α',12.30-14.00,ΣΑΒΒΑΤΟ
ΛΕΜΕΣΟΣ,ΧΟΡΟΙ – ΛΑΤΙΝΟΑΜΕΡΙΚΑΝΙΚΟΙ,Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΛΕΜΕΣΟΥ Α',19.30-21.00,ΔΕΥΤΕΡΑ
ΛΕΜΕΣΟΣ,ΧΟΡΟΙ – ΠΑΡΑΔΟΣΙΑΚΟΙ ΕΛΛΗΝΙΚΟΙ,—,ΟΙΚΗΜΑ ΕΠΙΜΟΡΦΩΤΙΚΩΝ ΚΕΝΤΡΩΝ,09.30-11.00,ΠΑΡΑΣΚΕΥΗ
ΛΕΜΕΣΟΣ,ΧΟΡΟΙ – ΠΑΡΑΔΟΣΙΑΚΟΙ ΕΛΛΗΝΙΚΟΙ,Α,ΟΙΚΗΜΑ ΕΠΙΜΟΡΦΩΤΙΚΩΝ ΚΕΝΤΡΩΝ,08.00-09.30,ΤΡΙΤΗ
ΛΕΜΕΣΟΣ,ΧΟΡΟΙ – ΠΑΡΑΔΟΣΙΑΚΟΙ ΕΛΛΗΝΙΚΟΙ,Α,ΚΟΙΝΟΤΙΚΟΣ ΧΩΡΟΣ ΦΟΙΝΙΟΥ,18.00-19.30,ΔΕΥΤΕΡΑ
ΛΕΜΕΣΟΣ,ΧΟΡΟΙ – ΠΑΡΑΔΟΣΙΑΚΟΙ ΕΛΛΗΝΙΚΟΙ,Α,ΚΟΙΝΟΤΙΚΟΣ ΧΩΡΟΣ ΛΙΜΝΑΤΗ,20.00-21.30,ΤΕΤΑΡΤΗ
ΛΕΜΕΣΟΣ,ΧΟΡΟΙ – ΠΑΡΑΔΟΣΙΑΚΟΙ ΕΛΛΗΝΙΚΟΙ,Α,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΥΨΩΝΑ Α',18.00-19.30,ΤΡΙΤΗ
ΛΕΜΕΣΟΣ,ΧΟΡΟΙ – ΠΑΡΑΔΟΣΙΑΚΟΙ ΕΛΛΗΝΙΚΟΙ,Α,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΛΕΜΕΣΟΥ Ι' (ΚΒ) - ΧΑΛΚΟΥΤΣΑΣ - ΒΑΣΙΛΗ ΜΗΧΑΗΛΙΔΗ,19.30-21.00,ΔΕΥΤΕΡΑ
ΛΕΜΕΣΟΣ,ΧΟΡΟΙ – ΠΑΡΑΔΟΣΙΑΚΟΙ ΕΛΛΗΝΙΚΟΙ,Α,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΛΕΜΕΣΟΥ Ι' (ΚΒ) - ΧΑΛΚΟΥΤΣΑΣ - ΒΑΣΙΛΗ ΜΗΧΑΗΛΙΔΗ,18.00-19.30,ΤΕΤΑΡΤΗ
ΛΕΜΕΣΟΣ,ΧΟΡΟΙ – ΠΑΡΑΔΟΣΙΑΚΟΙ ΕΛΛΗΝΙΚΟΙ,Α,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΑΤΩ ΠΟΛΕΜΙΔΙΩΝ ΙΕ΄ (ΚΒ) - ΑΓΙΟΥ ΝΕΟΦΥΤΟΥ,19.00-20.30,ΠΕΜΠΤΗ
ΛΕΜΕΣΟΣ,ΧΟΡΟΙ – ΠΑΡΑΔΟΣΙΑΚΟΙ ΕΛΛΗΝΙΚΟΙ,Α,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΑΤΩ ΠΟΛΕΜΙΔΙΩΝ ΙΕ΄ (ΚΒ) - ΑΓΙΟΥ ΝΕΟΦΥΤΟΥ,18.00-19.30,ΔΕΥΤΕΡΑ
ΛΕΜΕΣΟΣ,ΧΟΡΟΙ – ΠΑΡΑΔΟΣΙΑΚΟΙ ΕΛΛΗΝΙΚΟΙ,Α,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΛΕΜΕΣΟΥ ΙΘ' - ΑΓΙΑΣ ΦΥΛΑΞΕΩΣ,18.00-19.30,ΤΡΙΤΗ
ΛΕΜΕΣΟΣ,ΧΟΡΟΙ – ΠΑΡΑΔΟΣΙΑΚΟΙ ΕΛΛΗΝΙΚΟΙ,Α,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΛΕΜΕΣΟΥ ΚΒ' - ΑΓΙΟΥ ΓΕΩΡΓΙΟΥ,19.30-21.00,ΤΕΤΑΡΤΗ
ΛΕΜΕΣΟΣ,ΧΟΡΟΙ – ΠΑΡΑΔΟΣΙΑΚΟΙ ΕΛΛΗΝΙΚΟΙ,Α+Β,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΛΕΜΕΣΟΥ ΙΓ' (ΚΒ) - ΑΓΙΟΥ ΣΠΥΡΙΔΩΝΑ Α',19.30-21.00,ΔΕΥΤΕΡΑ
ΛΕΜΕΣΟΣ,ΧΟΡΟΙ – ΠΑΡΑΔΟΣΙΑΚΟΙ ΕΛΛΗΝΙΚΟΙ,Α+Β,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΑΡΕΚΚΛΗΣΙΑΣ,20.00-21.30,ΤΡΙΤΗ
ΛΕΜΕΣΟΣ,ΧΟΡΟΙ – ΠΑΡΑΔΟΣΙΑΚΟΙ ΕΛΛΗΝΙΚΟΙ,Α+Β,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΛΕΜΕΣΟΥ Β' (ΚΒ),18.00-19.30,ΠΕΜΠΤΗ
ΛΕΜΕΣΟΣ,ΧΟΡΟΙ – ΠΑΡΑΔΟΣΙΑΚΟΙ ΕΛΛΗΝΙΚΟΙ,Α+Β,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΛΕΜΕΣΟΥ ΙΑ' (ΚΒ) - ΤΣΙΡΕΙΟ,19.30-21.00,ΔΕΥΤΕΡΑ
ΛΕΜΕΣΟΣ,ΧΟΡΟΙ – ΠΑΡΑΔΟΣΙΑΚΟΙ ΕΛΛΗΝΙΚΟΙ,Α+Β,ΚΟΙΝΟΤΙΚΟΣ ΧΩΡΟΣ ΣΠΙΤΑΛΙΟΥ,19.30-21.00,ΠΕΜΠΤΗ
ΛΕΜΕΣΟΣ,ΧΟΡΟΙ – ΠΑΡΑΔΟΣΙΑΚΟΙ ΕΛΛΗΝΙΚΟΙ,Β,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΛΕΜΕΣΟΥ Ι' (ΚΒ) - ΧΑΛΚΟΥΤΣΑΣ - ΒΑΣΙΛΗ ΜΗΧΑΗΛΙΔΗ,19.30-21.00,ΤΕΤΑΡΤΗ
ΛΕΜΕΣΟΣ,ΧΟΡΟΙ – ΠΑΡΑΔΟΣΙΑΚΟΙ ΕΛΛΗΝΙΚΟΙ,Β,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΑΤΩ ΠΟΛΕΜΙΔΙΩΝ ΙΕ΄ (ΚΒ) - ΑΓΙΟΥ ΝΕΟΦΥΤΟΥ,18.00-19.30,ΤΕΤΑΡΤΗ
ΛΕΜΕΣΟΣ,ΧΟΡΟΙ – ΠΑΡΑΔΟΣΙΑΚΟΙ ΕΛΛΗΝΙΚΟΙ,Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΑΤΩ ΠΟΛΕΜΙΔΙΩΝ ΙΕ΄ (ΚΒ) - ΑΓΙΟΥ ΝΕΟΦΥΤΟΥ,18.00-19.30,ΤΡΙΤΗ
ΛΕΜΕΣΟΣ,ΧΟΡΟΙ – ΠΑΡΑΔΟΣΙΑΚΟΙ ΕΛΛΗΝΙΚΟΙ,Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΑΤΩ ΠΟΛΕΜΙΔΙΩΝ ΙΕ΄ (ΚΒ) - ΑΓΙΟΥ ΝΕΟΦΥΤΟΥ,19.30-21.00,ΔΕΥΤΕΡΑ
ΛΕΜΕΣΟΣ,ΧΟΡΟΙ – ΠΑΡΑΔΟΣΙΑΚΟΙ ΕΛΛΗΝΙΚΟΙ,Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΑΤΩ ΠΟΛΕΜΙΔΙΩΝ ΙΕ΄ (ΚΒ) - ΑΓΙΟΥ ΝΕΟΦΥΤΟΥ,19.30-21.00,ΤΕΤΑΡΤΗ
ΛΕΜΕΣΟΣ,ΧΟΡΟΙ – ΠΑΡΑΔΟΣΙΑΚΟΙ ΕΛΛΗΝΙΚΟΙ,Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΛΕΜΕΣΟΥ Ι' (ΚΒ) - ΧΑΛΚΟΥΤΣΑΣ - ΒΑΣΙΛΗ ΜΗΧΑΗΛΙΔΗ,18.00-19.30,ΔΕΥΤΕΡΑ
ΛΕΜΕΣΟΣ,ΧΟΡΟΙ – ΠΑΡΑΔΟΣΙΑΚΟΙ ΕΛΛΗΝΙΚΟΙ,Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΛΕΜΕΣΟΥ ΙΓ' (ΚΒ) - ΑΓΙΟΥ ΣΠΥΡΙΔΩΝΑ Α',17.30-19.00,ΤΡΙΤΗ
ΛΕΜΕΣΟΣ,ΧΟΡΟΙ – ΠΑΡΑΔΟΣΙΑΚΟΙ ΕΛΛΗΝΙΚΟΙ,Γ,ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΛΕΜΕΣΟΥ ΚΒ' - ΑΓΙΟΥ ΓΕΩΡΓΙΟΥ,18.00-19.30,ΤΕΤΑΡΤΗ
ΛΕΜΕΣΟΣ,ΧΟΡΟΙ – ΠΑΡΑΔΟΣΙΑΚΟΙ ΕΛΛΗΝΙΚΟΙ,Γ,ΟΙΚΗΜΑ ΕΠΙΜΟΡΦΩΤΙΚΩΝ ΚΕΝΤΡΩΝ,09.30-11.00,ΠΕΜΠΤΗ
ΛΕΜΕΣΟΣ,ΧΟΡΟΙ – ΠΑΡΑΔΟΣΙΑΚΟΙ ΚΥΠΡΙΑΚΟΙ,Α,ΟΙΚΗΜΑ ΕΠΙΜΟΡΦΩΤΙΚΩΝ ΚΕΝΤΡΩΝ,18.00-19.30,ΤΡΙΤΗ
